ID_COMMENT,ID_BOOK,ID_USER,RATE,DATE_POST,REVIEW_CONTENT
964,50847731,7300547,5,Jul 20 2020,"mỗi khi cảm thấy thế giới cả bên ngoài lẫn bên trong ngột ngạt, khó thở quá, mình lại tìm tới truyện bác Ánh mong tìm được một làn gió nhẹ nhàng và mềm mại làm dịu mát tâm hồn. mỗi người sẽ tìm kiếm cho mình những phương thức chữa lành khác nhau; với mình, những em nhỏ trong câu chuyện của bác Ánh là một liều thuốc ngọt ngào như thế. có một tình yêu lấp lánh như ngọn đèn của bầu trời, êm đềm như dòng sông lững lỡ trôi, dịu dành như cái đôi cánh của những cô tiên nữ trong chuyện cổ tích – xuyên suốt, hiển hiện thành dáng, thành hình, không ẩn nấp, chảy tràn qua gần 300 trang sách. thế giới tuổi thơ hồn nhiên, ngây ngô và trong trẻo. có phải vì vậy mà yêu thương và lòng tốt lại tự nhiên và vô điều kiện đến thế?“chắc tại thằng Tèo là đứa có tâm hồn trong sáng, mơ mộng. trong mắt một đứa như vậy, cuộc sống bao giờ cũng tươi đẹp.”“với một trái tim tràn ngập yêu thương thì cuộc sống không bao giờ có cơ hội trở thành một gánh nặng.”“trong thế giới của thằng Tèo, mọi chuyện xem ra rất đơn giản: chỉ cần có lòng tốt, con người ta có thể làm được tất cả.”gần 300 trang sách cho một tối thứ 2 mình tìm về yên ả. gần 300 trang sách khiến mình kìm lòng không đặng, chỉ mất vỏn vẹn 3 giây để quyết định mở máy lên, bật trang wordpress đã phủ bụi lâu ngày, cặm cụi và chuyên tâm gõ ra từng dòng cảm nhận trước khi đợt sóng này đi mất. gần 300 trang sách níu mình lại thế giới trẻ thơ lâu hơn một chút, để được cùng các em khóc, cười.full review: <a target=""_blank"" rel=""noopener nofollow"" href=""https://notesofmayverie.wordpress.com/2020/07/21/lam-ban-voi-bau-troi-nguyen-nhat-anh/""https://notesofmayverie.wordpress.com..."
965,50847731,6778693,3,Feb 07 2020,"Mình không thích cái kết về sự thật ""cha ruột của Tèo"" cho lắm.Ngoài khoảng đó ra thì những ngày được nghỉ ""cúm"" dài nằm trên giường đọc thấy thương mấy cô cậu bé vô cùng, hay có cảm giác gần đây mình rất dễ đồng cảm với mọi thứ miễn nó có vài nét tương đồng vậy. Mình hiểu Tèo, cái cảm giác mấy tháng liền chỉ được nằm một chỗ, nằm thôi mà cứ đau rát cả lưng. Nếu không có sách báo, phim ảnh bầu bạn thì chỉ biết gửi hồn vào gió vào mây, ""nếu giờ mình được ở... thì tốt quá"". Nhưng chắc nếu Tèo có thực, có thứ mình khó lòng có thể được đó là tình cảm thuần khiết, sẵn sàng vị tha, và rất mau quên nhanh những mất mát thiệt thòi của mình. Trong truyện chẳng thấy Tèo khi nào khóc vì tủi thân cả, à, có khi bị dượng Quế đánh đòn khi còn nhỏ, nhưng chỉ cần có anh Tí bên cạnh vỗ về là lại thôi khóc ngay. Tèo cứ như một nguồn ánh sáng cứ thu hút hết mọi tình thương của mọi người dành cho vậy. Có phải rất đẹp không!"
966,50847731,8748131,3,Apr 25 2020,"Các nhân vật của Bác luôn có nét giống nhau lặp đi lặp lại trong các tác phẩm, như Peter Pan không bao giờ trở thành người lớn, thậm chí không gian, thời gian cũng như mắc kẹt lại vào khoảng những năm 90, 2000s, thử hỏi con nít thời nay còn mấy đứa biết những bài như Màu tím hoa sim, Chiều thu áo tím :)) Tuy vậy, đọc sách bác Ánh như để hoài niệm tuổi thơ đã mất của mình vậy :3Những người lớn trong cuốn này sao cảm thấy có chút dở hơi hoang đường, như cặp đôi cô Đài - chú Quỳ, dượng Quế, đặc biệt là nhân vật cô Hạnh, lâu lắm rồi mới lại gặp một nhân vật ích kỷ và hời hợt đến thế trong sách bác Ánh.Cuốn này cũng ngập tràn cú twist để tăng thêm phần kịch tích, tiếc là túm quần lại thì ""huề cả làng"". Đặc biệt là cú twist cuối giữa cô Hạnh - chú Vịnh. Giá như bác Ánh có thể giải quyết bí mật ấy một cách thỏa đáng hơn."
967,50847731,7811463,5,Feb 08 2020,"Tôi định không đọc sách của tác giả Nguyễn Nhật Ánh nữa. Tôi tự nghĩ sách của ông chỉ thích hợp với tôi của 20 năm về trước mà thôi.Thế rồi cuộc sống chồng chất công việc với nhiều suy nghĩ bất an lại khiến tôi lựa chọn “làm bạn với bầu trời” để đọc trước khi đi ngủ. Tôi thích từ trang bìa với tên tác giả và tác phẩm viết giản dị, nhỏ nhẹ, chẳng cần nhấn một chữ cái viết hoa nào. Tôi đọc mà cứ ngờ ngợ không biết đã đọc cuốn này chưa, bởi vẫn là thằng Tí thằng Tèo và “tập thể” cô dì chú bác rất đỗi quen thuộc ở một làng quê nào đó.Và rồi lại chính sự trong trẻo đến mức không tưởng của Tèo đánh thức những cảm xúc tốt đẹp mà dạo gần đây tôi đã quên mất là mình đã từng có. Cũng như khi đọc Hoàng tử bé (tôi mới đọc năm trước), tôi đã khóc cùng các thằng Lam con Hằng thằng Nghị của “làm bạn với bầu trời”.Và chắc nhiều bạn đọc cũng rơi nước mắt giống tôi khi nhận ra mình vẫn còn cảm nhận được những cảm xúc trong trẻo ngây thơ như thế."
968,50847731,9551136,5,Jun 24 2020,"Mình thật sự thích tấm lòng và nhân cách của Tèo, thật sự nếu ta có người thân, bạn bè, gia đình như Tèo chung quanh thì tâm hồn ta sẽ đẹp lên từng ngày. Hoặc nghĩ cách khác, ta cũng có thể trở thành một ""Tèo"" để tiếp thêm động lực cho mọi người xung quanh (thật sự việc này khó, rất khó để có một tâm hồn vô tư trong sáng, ""vô nhiễm""). Đọc đến đoạn đưa Tèo lên thành phố chữa trị và chi tiết chú Vịnh đeo băng tan trên áo mình rụng rời, thất vọng và buồn thật sự khi nghĩ là Tèo đã ra đi nhưng không ngờ phần kết làm mình vui hẳn và thật sự cuộc đời thằng nhỏ quá nhiều plot twist :)) nhưng nhờ vậy mà tới cuối truyện vui là vì thằng nhỏ đã ổn, tuy chi tiết màn kịch của chú Vịnh và cô Hạnh thì mình không nghĩ là có một người nào như chú Vịnh, nhận hết trách nhiệm đáng lẽ không phải của mình vì tình yêu bao la vô hạn với thằng Tèo - thằng nhỏ có ""tâm hồn đẹp đẽ"" :red_heart_selector:"
969,50847731,5320512,4,Aug 09 2020,"3.5 :glowing_star:Vốn không hề thích đọc sách của bác Ánh chút nào nhưng dạo trước em học sinh có tặng mình quyển này vả lại đợt này về quê muốn tìm chút chút đơn giản để đọc nên đã nhấc em này hehe. Nói chung là cuốn này mình đọc thấy oke hơn các cuốn khác của bác Ánh (mà mình từng đọc thử nhưng không đọc hết được), kiểu không bị nêm mấy câu hài hước nhàn nhạt mà có những câu văn khá hay và sâu sắc được đặt đúng chỗ với tần suất vừa phải. Và mình thích em Tèo hehee, đọc suy nghĩ của em thấy tuyệt ghê ý, đúng kiểu vừa đọc vừa rung động đậy tủm tỷm.Nhưng mà drama quá đà, lả tả và thừa thãi là 1 điểm trừ với mình, cảm giác bác Ánh hơi tham lam tình tiết trong truyện này ýyy, có lúc mình đang lâng lâng cảm xúc xong thấy như này là đủ rồi ổn rồi thì bác lại gửi cho quả plot twist hơi điêu điêu nữa làm mình...hừChắc là sẽ chọn thêm quyển nào đó của bác Ánh để đọc tiếp xem!"
970,50847731,9146086,4,May 01 2020,"Vẫn là bác Ánh của mình, với những áng văn trong trẻo đi vào lòng người đấy thôi. Cũng đã lâu lắm rồi mình chẳng đọc gì của bác Ánh, nhất là những quyển được xuất bản gần đây. Quyển sách này thật sự rất tích cực và đáng yêu, đọc đôi khi cũng buồn rơi rớt nhưng cuối cùng thì bác Ánh vẫn chấm bút với một kết thúc có hậu - như sự đền đáp cho một tâm hồn rất đẹp. Tuy nhiên, mình không thích cú twist cuối cùng :( Mình nghĩ cứ dừng lại ở Tèo khỏi bệnh thì hơn. Dù vậy, mình vẫn thấy quyển sách hay vì nó đem lại cho mình một nguồn sáng dịu dàng sau chuỗi ngày đọc những quyển siêu nặng nề :) Mình nhận ra mình không thật sự thích nhiều như hồi xửa xưa luôn cắm mắt vào đọc truyện của bác Ánh nữa, nhưng mà nếu đó vẫn là sách của bác, thì mình vẫn sẽ đọc =)) Đối với mình, bác Ánh luôn là một tượng đài tuổi thơ của mình đóoooo"
971,50847731,7253758,5,Apr 01 2020,"Vẫn thích sách của bác Ánh!Vẫn là phong cách đấy, rất trẻ con, nhưng cũng đậm tính nhân văn.Cuốn sách cũng lấy đi của mình những giọt nước mắt. Có lẽ chưa có nhân vật nào của Nguyễn Nhật Ánh lại có số phận đáng thương như thằng Tèo: mẹ bỏ đi lấy chồng, sống cùng cậu mợ nghèo khó, suốt ngày bị đánh đập, mới lớp Ba thôi nó đã nằm một nơi vì không thể đi lại được. Thế mà qua cánh cửa sổ, nó vẫn nhìn thấy bầu trời với thật nhiều sắc hồng: nó thấy đàn chim líu lo, cơm mợ nấu luôn ngon, nó để ý thấy ba chiếc áo mặc đi mặc lại của chị Hằng... Nó thuộc làu tủ sách của bác nó, biết làm toán lớp Năm...Cảm ơn bác Ánh vì đã không lấy đi mạng sống của thằng Tèo. Trời thương, nó vẫn có thể đi lại bình thường sau chừng ấy khổ đau, nó được đi học, được có ""ba"" như bao đứa trẻ khác."
972,50847731,11500239,5,May 11 2020,"Về cơ bản thì sách bác Ánh bao giờ cũng là những câu chuyện bình dị được kể lại bởi ngôn từ đẹp đẽ và dịu dàng. Lần này cũng không ngoại lệ, ngôn ngữ và lời văn sử dụng trong truyện hết sức gần gũi, dung dị và pha chút hóm hỉnh với nhiều liên tưởng độc đáo, thú vị. Tình người giữa những đứa trẻ, giữa những người lớn với thằng Tèo cũng là một điểm sáng của truyện. Tuy nhiên, truyện có một điểm trừ xíu xiu là chắc vì bác Ánh thương thằng Tèo quá, nên bác tặng thêm cả một phần kết để viết về một viễn cảnh có hậu cho tất cả mọi người, thành ra truyện lại hơi bị thừa. Dù sao thì đây cũng là một cuốn sách dễ thương dành cho những ai từng là trẻ con."
973,13103979,8304709,5,Jun 13 2018,"Câu chuyện khá lôi cuốn. Từ việc chàng trai mới lớn lên thành phố lập nghiệp, chàng trai đó khi chán nản về việc học của mình, chàng trai đã mê mẩn những bản nhạc piano của 1 người con gái mà chàng vẫn không biết mặt. Câu chuyện về 1 chàng được mọi người trong lớp gọi là Lý Bạch. 1 chàng thi sĩ làm thơ tặng người 1 thương đã có 1 cái kết đẹp. Đối với anh chàng lãng tử và cả người đọc :)"
974,13103979,7001529,4,Dec 12 2018,"Mình thích những câu chuyện như thế này, cơ bản là vì nó nhẹ nhàng dễ chịu, dễ đọc (nhất là lúc đang chạy đua với thời gian để finish reading challenge năm nay sau khi hụt năm ngoái và có khả năng sẽ hụt tiếp...) Tuổi học trò bây giờ có còn những trang sách như thế này không nhỉ?"
975,13103979,5513987,3,Jan 19 2018,"Hoàn thành cuốn sách khi đang trải mình ra bãi biển Mỹ Khê, chân nhúng trong cát Đà Nẵng, vai vươn sương Đà Nẵng, tóc lấp lánh đèn đường Đà Nẵng. Cảnh vật quá chi hợp sắc để đọc một cuốn sách như lày. Mình có đi qua đường Trần Phú, qua đường Lê Hồng Phong, qua đủ loại đường. Lúc ở Đà Nẵng mình toàn đi bộ, từ chợ cồn ra tới tận biển, sau đó vòng tới vòng lui cái cầu rồng và cầu sông Hàn riết. Thú thật là thi thoảng mình cố gắng tìm kiếm những cảm xúc, tại mình cũng một thân một mình, cũng cô đơn chớ bộ, để xem coi có thấy tiếng ""nỗi buồn gặp nhấm trái tim"" hay lòng mình liệu ""có chớp nháy theo đèn"", nhưng vô vọng. Thấy cảm xúc mình chai chai, mình cũng thấy buồn, vì mình thấy mình không lãng mạng. Hehe. Hồi đọc cuốn Hoa Hồng Xứ Khác cứ tưởng NNA nhắc ""Đi lên thành phố học"", tưởng ""thành phố"" là Sài Gòn, ai dè thành phố là Tam Kỳ, Quảng Nôm. Tóm tắt chuyện là Vầy <a class=""jsShowSpoiler spoilerAction""(view spoiler)"
976,13103979,627825,3,Sep 04 2015,"Hài hước, trong trẻo."
977,13103979,10451756,5,Oct 24 2019,"Đêm đầu tiên ở trường Đại học, ở đất thành phố xa lạ, dưới một cơn mưa rào mùa thu, tôi gặp ""nàng"" khi cùng chạy về ký túc, cuộc tiếp xúc thoảng như mơ hồ, số điện thoại tạm lưu không nhớ mặt, đêm hôm ấy, tôi đọc lại ""những cô em gái"" của Nguyễn Nhật Ánh.***Bỏ lại ở quê một mối tình ""hoa hồng xứ khác"", Khoa từ quê ra thành phố học, tiếp xúc với những người bạn mới, những môi trường học mới và cả sự lắng đọng cô đơn qua từng dòng thơ cùng một mối tình với nàng thơStéphanette như mộng như ảo.Và, nếu ta chỉ nhẹ nhàng đọc lướt qua như một cuốn tiểu thuyết đọc khi rảnh dỗi, cuốn sách sẽ kéo ta vào một khúc tự sự dịu êm của những người mới lớn, những cô cậu học sinh đầy xúc cảm yêu thương đầu đời.Nhưng, nếu chúng ta đang yêu và bị yêu, những câu chuyện rung lên nhè nhẹ, lặng lặng dẫn ta vào câu chuyện của chính nó, hòa nhập vào từng tình tiết và làm ta chìm sâu và suy tưởng.Những cô em gái là một cuốn truyện dài tuyệt đẹp của Nguyễn Nhật Ánh, mà những xúc cảm của nó để lại có thể so với Còn chút gì để nhớ và Mắc biếc, những xúc cảm đầu đời tinh khôi và kỳ diệu mà chúng ta giờ đây, sau nhiều năm, tìm lại và hoài niệm.Có tiếc cho Khoa không khi ôm ấp bao hi vọng để rồi gặp sự thất vọng đến tận cùng? Để rồi có buồn cho mối tình khi ta gặp năm 17 tuổi nhưng không thể theo ta đến hết cuộc đời hay không?""Gia Khanh không phải là nàng Stéphanette. Gia Khanh chỉ là sao chổi Halley, thoắt hiện ra rồi biến mất khỏi cuộc đời tôi. Để cho tôi mừng hụt. Để cho tôi lúc nào cũng cảm thấy buồn thiu.""Và nhiều năm sau đó, khi nhớ lại, có lẽ, Khoa sẽ mỉm cười như giờ mình đang mỉm cười khi nhớ lại lần gặp gỡ trong đêm mưa năm ấy, có lẽ....."
978,13103979,6894796,4,May 13 2020,"Tiếp tục anh chàng Khoa từ ""Hoa hồng xứ khác"" - lên Đà Nẵng quên đi mối tình hụt của mình ở quê để học thi tú tài. Sự cô đơn len lỏi qua tâm trí Khoa những ngày đầu lên thành phố và chỉ có tiếng đàn của Stephannette cất lên một niềm vui nho nhỏ giữa thành phố đêm khuya hiu hắt và lạnh tanh. Cuốn sách không làm cho mình bất ngờ vì motip của bác Ánh vẫn thế nhưng mà mình lại ấn tượng với tâm trí của nhân vật Khoa cũng như những câu thơ mà anh chàng sáng tác khi đang yêu đơn phương với một cô bé. Có lẽ - cuốn sách không nhấn mạnh ở cốt truyện hay tính cách khờ khạo của Khoa mà cuốn sách muốn nói lên cảm xúc chân thành, thật thà của một người khi yêu như thế nào và dòng thơ miêu tả rõ được tâm trí của Khoa dành cho Quyên, nàng Stephannette của bên cây đàn piano ở tầng 2."
979,13103979,8652025,4,Jan 07 2019,"Câu chuyện nói về một chàng thi sĩ trẻ lên thành phố học với cuộc sống bị hỗn độn bởi chính những bài thơ tình mà anh viết ra dành cho người mà anh yêu đơn phương. Lúc đầu mình cũng không mấy có thiện cảm với nhân vật Khoa vì anh là người khá mơ mộng viễn vong nhưng đến cuối câu chuyện thì mình thấy hơi thương tiếc cho anh vì cuối cùng, người anh yêu không hề nhận ra được tình cảm mà dành cho cô trong những bài thơ. Dù sao thì lối dẫn truyện của bác Ánh luôn hấp dẫn người đọc, mình chưa bao giờ cảm thấy chán nản giữa chừng khi đọc truyện của bác :))"
980,13103979,8813153,3,Dec 15 2018,"Câu truyện tình yêu tuổi học trò của chàng trai Khoa không tạo cảm xúc ấn tượng, khó quên như Mắc biếc nhưng cũng rất lãng mạn, trữ tình qua lời kể nhẹ nhàng của bác Ánh. Bác Ánh đã gợi lại cho tôi rất nhiều kỉ niệm."
981,13103979,10146319,5,Aug 18 2019,"Bác Ánh thực sự quá rành cảm xúc của lứa tuổi thiếu niên. Từ việc xa lạ với môi trường mới dẫn đến đơn phương một cô bạn của Khoa đều rất thật nhưng cũng vô cùng phiêu lãng. Thật tiếc khi ""những bức thơ tình"" không thực sự trực tiếp đến tay ""những cô em gái""."
982,13103979,4429603,4,May 07 2018,"4,25/5*Duyên dáng đủ dùng, thơ ca lai láng, hành văn đáng yêu, các nhân vật đều cute vô cùng tận.Một cốt truyện thú vị và lôi cuốn, rất hợp đọc thư giãn, eo tớ đọc có mỗi 1 tiếng:&gt;&gt;Nhờ cuốn này mới nhận ra thì ra người ta yêu quý bác Ánh cũng đều có lý do cả:)"
983,13103979,6664672,4,Nov 23 2018,Funny
984,13103979,6692497,3,Jun 17 2017,đọc từ đầu đến cuối thấy mơ hồ chút nhưng kết của nó thì thấy vừa buồn lại vừa gây cười
985,13103979,8448621,4,Jul 09 2019,good
986,13103979,8355274,4,Jan 10 2020,Truyện hay nhưng mà kết không làm thoả mãn mình. Tác giả vẫn chưa giải quyết được vấn đề của nhân vật chính.
987,13103979,4060878,4,Dec 11 2019,Đâu có gì để nói đâu nè :) bộ dài ngày xưa là best of the best rồi :)
988,13103979,5793108,2,Aug 02 2016,"""Cửa hàng nghìn khép lạiTất cả một đêm nayCó lòng ta rồ dạiMở ra muôn ngàn ngày...""Đọc 1 lèo hết cuốn sách. Một phần vì tò mò muốn biết ai là nàng Stéphanette, sau đó mình lại nghĩ Hồng Hà chính là người bạn trai của Quyên. Nhưng không. Dù có chứng minh được tình cảm của mình thì Khoa cũng không dành dc tình cảm của nàng thơ Stéphanette. Và chàng mãi mãi là chàng chăn cừu cô đơn.Điểm đặc sắc của truyện là lồng ghép những bài thơ thể hiện tình cảm trong trẻo của tuổi học trò. Còn giọng văn của chú Nguyễn Nhật Ánh thì cuốn hút khỏi bàn cãi đặc biệt mình thích nhất là sách của chú thể hiện gia tài kiến thức rất phong phú của tác giả với những trích dẫn vô cùng hay ho. Tuy nhiên mình vẫn thấy tập truyện này thiếu một chút gì đó chưa được trọn vẹn lắm, có lẽ đọc sách của chú mình thiên về đọc các quyển sách vui tươi và dí dỏm hơn, nhưng mình nghĩ kết thúc của truyện đã dừng lại đúng lúc để câu truyện đúng tông màu u sầu của nó. Đây vẫn là một quyển nên đọc đối với những bạn thích thể loại tình cảm nhẹ nhàng trong sáng."
989,13103979,6654964,3,Apr 03 2017,muốn cuốn sách phù hợp và đáng yêu cho tuổi mới lớn - tuổi của những thứ tình cảm vô cùng trong dáng và đẹp đẽ
990,18514396,6585309,4,Apr 28 2017,"Nhẹ nhàng nhưng ám ảnh!Cũng như bao câu chuyện khác mà bác Ánh chắp bút nên, ""Thiên thần nhỏ của tôi"" là một câu chuyện ngắn mà ""có võ"", quả thật đã chạm tới lòng người!Trong cuốn sách này, câu chuyện mà bác Ánh muốn truyền tải dường như u ám hơn nhưng vẫn đan xen sự tươi đẹp của cuộc sống thường nhật. Một câu chuyện quá ngắn ngủi dường như không có cốt truyện rõ ràng mà chủ yếu là những mẩu chuyện nhỏ chắp ghép lại. Một câu chuyện xoáy xâu vào lòng trắc ẩn trong mỗi chúng ta nhiều hơn là sự kịch tích thường thấy. Một câu chuyện khác lạ về nỗi khổ của người.. giàu, về sự hồn nhiên của tuổi trẻ vượt xa mọi định kiến giai cấp xã hội.Có lẽ chủ đề này cũng không phải hiếm. Nhưng để đưa một chủ đề hơi u ám như vậy vào trong một câu chuyện thiếu nhi thì đâu phải dễ! Cuốn sách này được viết bằng giọng văn nhẹ nhàng nhưng đượm buồn và hơi màu sắc tuổi trẻ, như nhiều cuốn sách khác của bác Ánh. Ở cuốn sách này, các cung bậc cảm xúc đều có đủ cả! Khi đọc không thực sự cảm thấy quá nặng nề nhưng lại có một cảm giác buồn man mác, trái lại có những lúc gặp sự hồn nhiên của các nhân vật chính lại thấy rất vui!Những nhân vật tuy không thực sự được khai thác sâu về nội tâm nhưng lại là những biểu tượng cho xã hội éo le thời bấy giờ, cho hoàn cảnh ""không đỡ được"" của những người có vị thế so với những người ""thấp kém"". Có những nhân vật mang trong tâm trí một định kiến sâu sắc và rõ rệt về giai cấp, luôn tự hào về thứ hạng của mình trong xã hội. Có những nhân vật lại thấu hiểu hơn, không đánh giá gì những người có địa vị thấp hơn. Còn những nhân vật hoàn toàn không quan tâm, bước ra khỏi cái vòng định kiến ấy. Một dàn nhân vật tuy không được xoáy sâu nhưng lại là hiện thân của những tư tưởng vô cùng đối lập trong xã hội.Nếu có điểm nào mình không thích ở câu chuyện này thì rằng nó quá ngắn ngủi và chưa thỏa đáng. Kết truyện để lại cho mình một nỗi day dứt không phai mờ, mặc dù cuốn truyện không có quá nhiều nội dung. Thông điệp của cuốn sách này đã quá rõ ràng, chính vì vậy nội dung truyện có lẽ cũng không cần dài hơn nữa. Tuy nhiên, mình thực sự sẽ rất vui nếu cuốn sách chỉ cần dài thêm một chút để cảm giác đọc của mình trọn vẹn hơn!So với các cuốn sách khác của Nguyễn Nhật Ánh, ""Thiên thần nhỏ của tôi"" có lẽ chưa phải một trong những cuốn hay nhất. Thế nhưng cũng không thể phủ định cuốn sách ngắn này đã để lại nhiều bài học sâu sắc về xã hội."
991,18514396,5208223,5,Mar 12 2019,"Thiên thần nhỏ của tôi: Xã hội bất công thì thiên thần cũng trở nên lạc lõngHồi trước bác Ánh có cuốn Còn chút gì để nhớ, rất hay và buồn, nhưng nó khác với nỗi buồn của Mắt Biếc. Thiên thần nhỏ của tôi – thật không ngờ nó mang cùng nỗi buồn với Còn chút gì để nhớ. Một câu chuyện nhẹ nhàng, hài hước, đi sau nó là một nỗi buồn mang mác, đau đáu.Người đọc dễ dàng tìm được những tiếng cười giữa những cuộc trò chuyện của đôi bạn nhỏ trong khu vườn tràn ngập hoa trái. Nhưng cũng chính khu vườn ấy, người đọc biết được một sự thật đau lòng, về sự bất công mà một thiên thần nhỏ là cô bé Hồng Hoa vô tình được ban tặng. Cái kết bỏ ngỏ như chính cảm xúc vỡ òa của cậu bé Kha khi đón nhận một sự thật bất công này. Từng giọt nước mắt và mỗi bước đi lang thang vô định qua hết con phố này đến con phố khác, lòng cậu bé thẫn thờ như thế nào thì cảm xúc của mình ngẩn ngơ như thế đó. Và khi cậu bé lần đầu tiên không nghĩ đến chuyện về nhà, cũng là lúc mình lần đầu tiên không nghĩ đến chuyện tin tưởng vào hai chữ “công bằng” nữa ...<a target=""_blank"" rel=""noopener nofollow"" href=""https://ntquangg.wordpress.com/2019/03/13/thien-than-nho-cua-toi-xa-hoi-bat-cong-thi-thien-than-cung-tro-nen-lac-long/""https://ntquangg.wordpress.com/2019/0..."
992,18514396,5399161,5,May 21 2020,"tâm trạng khi đọc Thiên thần nhỏ của tôi:- lúc đầu: ồ thực trạng xã hội được miêu tả đầy ý nhị đây hihi- đoạn giữa: hồn nhiên và trong trẻo quá, làm nhớ đến tuổi thơ rong chơi ở vườn nắng ghê- đoạn kết: nghẹn ngào, cảm xúc dâng trào, những điều tối tăm bất công đã được lồng vào truyện thiếu nhi tinh tế hết sức. Câu kết truyện quá xuất sắc.Chỉ nói được 2 chữ: tuyệt vờip.s Cuối cùng cũng có được truyện mình đánh 5 sao cho năm 2020 này"
993,18514396,8360805,3,Dec 21 2019,"Quyển này mình đọc thấy chuyện 2 đứa trẻ đáng iu thôi, không có gì mấy"
994,18514396,5003714,5,May 22 2016,"Lại thêm một câu chuyện mà khi đọc xong mình thấy cảm xúc dâng trào sau ""Mắc biếc"" và ""Còn chút gì để nhớ"". Thiệt ra bác Ánh nên viết cái thể loại số phận nghiệt ngã, yêu thương quằn quại này nhiều hơn là viết về chuyện đời thường của chó, mèo hay chim hay con gì gì đó... hay là chuyện bác ăn mì Quảng, coi đá banh... Bằng chứng là 2 trong 3 cuốn này đều được best-seller (thiệt sự ""Còn chút gì để nhớ"" cũng hay không kém nhưng chắc background truyện liên quan tới chính trị nhiều quá). Cuốn này thì không buồn đau buồn đau đớn như hai cuốn còn lại, nhẹ nhàng, trong sáng và ấm áp hơn nhiều và cốt truyện không có gì bất hợp lí (ngắn hơn nữa, chắc cỡ 1 nửa 2 cuốn kia, vậy mà lại được làm kịch, chắc biên kịch cũng lười chọn vở ngắn mà hay làm thôi). Có lẽ là nên làm rõ hơn vai trò của Khánh một chút thì truyện sẽ dài hơn và nghiệt ngã hơn (personal opinion only). Nói chung tưởng ""Còn chút gì để nhớ"" là cuốn cuối thể loại bi đác của bác rồi, ai dè được thêm cuốn này. Năm sau tiếp túc làm thêm cuốn yêu thương quằn quại nữa bác nhé, chứ cháu không muốn đọc về việc con chó nó ngậm giỏ hoa hồng như thế nào đâu ạ :3. Thiệt sự cuốn này cũng không hấp dẫn bằng 2 cuốn kia nhưng nói chung châm chướt thì 5 sao cũng đáng!"""
995,18514396,5837182,4,Feb 08 2019,"Re-read in 2019.Không hiểu sao cuốn này của bác Ánh như bị lãng quên, kiểu không được nhiều người biết đến lắm nhỉ. Truyện ngắn ngắn đọc 1 ngày là hết thôi. Hồi nhỏ đọc đơn thuần là thấy thương Hồng Hoa, thương Kha, thương luôn khu vườn như kiểu thánh địa riêng của tụi nhỏ. Giờ đọc lại thì thấy bác Ánh còn đá đến những vấn đề xã hội, vấn đề của người lớn thông qua lăng kính trẻ em nữa cơ, nói chung siêu thíchhhhCuốn này mà dựng thành phim là hay lắm í."
996,18514396,8759797,3,Feb 14 2020,"Lần đầu đọc truyện của bác Ánh. Không biết cuốn này có phần 2 không chớ đọc đoạn kết thấy hụt hẫng quá, cái kết thiệt không như mong đợi.Hồng Hoa và Kha là 2 nhân vật chính trong truyện. Hai người quen nhau nhờ khu vườn nhà mới của Kha- nơi mà Hồng Hoa đã dành cả tuổi thơ ở đó. Hồng Hoa là một cô bé bẽn lẽn chỉ lén vào sau cửa sau vườn để chơi chớ không đi cửa trước, cô bé và mẹ phải ở đậu nhà họ hàng. Mẹ cô cấm cô quay lại nhà cũ nhưng HH vẫn hay sang chơi và Kha cũng rất thích cô bé. Cả truyện chỉ thích duy nhất tình cảm của 2 đứa bé này, rất hồn nhiên trong sáng. Kha hào phóng nhiệt tình mới HH sang vườn chơi kể cả khi Kha không có ở nhà, khu vườn trở thành nơi bí mật của hai đứa, chìu nào gặp nhau cũng nói chuyện đến tối, cả hai đã rất thất vọng và luyến tiếc khi nghe tin khu vườn sẽ bị phá hủy và xây thành một nơi để sản xuất nhang. Khi Hồng Hoa bị chó cắt đưa vào viện thì mới biết được sự thật căn nhà mà Kha sống chính là nhà cũ của HH và khu vườn mà hai người yêu quý đó chứa đựng kí ức không thể nào quên được. Kết truyện thì chả nói gì đến hai nhân vật chính, chỉ làm sáng tỏ câu chuyện về căn nhà."
